Serial Number,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Title,Edition,Frequency,Place of Publication,Publisher,Year,Series Title,Physical Description,Notes,International Standard Book Number,International Standard Serial Number,Price,Reference Number
564,"Nesbit, Edith","Dzierzawska, Zosia",,,,,,,,,The railway children = 鐵路少年 / Edith Nesbit ; illustrated by Zosia Dzierzawska.,,,Hong Kong,The Commercial Press (Hong Kong) Limited,2017,Read for pleasure,79 p. : col. ill. ; 21 cm. + 1 CD,,978-962-07-0467-3 (pbk.),,$62.00,2018-02085
565,New Century Group Hong Kong Limited,,,,,,,,,,New Century Group Hong Kong Limited interim report 2017 = 新世紀集團香港有限公司2017中期報告.,,,Hong Kong,New Century Group Hong Kong Limited,2017,,51 p. ; 29 cm.,Text in Chinese and English,,,Unpriced (pbk.),2018-00688
566,,,,,,,,,,,"NEW century mathematics chapter test. 3B, Teacher's copy.",2nd ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,various paging : ill. ; 30 cm.,,978-0-19-944452-6 (pbk.),,$170.00,2018-02169
567,,,,,,,,,,,"NEW century mathematics consolidation exercise. 3B, Teacher's copy.",2nd ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,various paging : ill. ; 30 cm.,,978-0-19-944440-3 (pbk.),,$120.00,2018-02168
568,,,,,,,,,,,"NEW century mathematics lesson worksheet. 3B, Teacher's copy.",2nd ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,"iv, 172 p. : ill. ; 30 cm.",,978-0-19-944444-1 (pbk.),,$165.00,2018-02167
569,,,,,,,,,,,"NEW century mathematics question bank. 3B, Teacher's copy.",2nd ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,"iv, 292 p. : ill. ; 30 cm.",,978-0-19-944463-2 (pbk.),,$400.00,2018-02166
570,,,,,,,,,,,"NEW century mathematics section test. 3B, Teacher's copy.",2nd ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,various paging : ill. ; 30 cm.,,978-0-19-944448-9 (pbk.),,$200.00,2018-02170
571,New Concepts Holdings Limited,,,,,,,,,,New Concepts Holdings Limited interim report 2017 = 創業集團(控股)有限公司2017中期報告.,,,Hong Kong,New Concepts Holdings Limited,2017,,52 p. ; 29 cm.,Text in Chinese and English,,,Unpriced (pbk.),2018-00110
572,"Chun, Chi-ying",,,,,,,,,,"NEW economics and you. 1, Basic concepts and firms. Assessment pack / edited by Chun Chi-ying.",2nd ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2014,,104 p. : ill. ; 28 cm.,,978-988-235-054-0 (pbk.),,Unpriced,2018-02347
573,"Chun, Chi-ying",,,,,,,,,,"NEW economics and you. 2, Demand, supply, efficiency and equity. Assessment pack / edited by Chun Chi-ying.",2nd ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2014,,88 p. : ill. ; 28 cm.,,978-988-235-055-7 (pbk.),,Unpriced,2018-02348
574,"Chun, Chi-ying",,,,,,,,,,"NEW economics and you. 3, Measuring economic performance and money market. Assessment pack / edited by Chun Chi-ying.",2nd ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2014,,71 p. : ill. ; 28 cm.,,978-988-235-056-4 (pbk.),,Unpriced,2018-02349
575,"Chun, Chi-ying",,,,,,,,,,"NEW economics and you. 4, Macroeconomic policies and international trade. Consolidating notes / edited by Chun Chi-ying.",2nd ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2014,,"ii, 58 p. : ill. ; 28 cm.",,978-988-235-015-1 (pbk.),,Unpriced,2018-02344
576,"Chun, Chi-ying",,,,,,,,,,"NEW economics and you. 4, Macroeconomic policies and international trade. Consolidating notes. Teacher's edition / edited by Chun Chi-ying.",2nd ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2014,,"ii, 58 p. : ill. ; 28 cm.",,978-988-235-021-2 (pbk.),,Unpriced,2018-02345
577,"Chun, Chi-ying",,,,,,,,,,NEW economics and you. Pre-NSS economics programme. Question bank. Microeconomics / edited by Chun Chi-ying.,2nd ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2014,,42 p. : ill. ; 29 cm.,,978-988-235-071-7 (pbk.),,Unpriced,2018-02346
578,"Hung, Fan Sing","Luk, Chi Lan",,,,,,,,,"NEW focus in junior secondary liberal studies. 1, Personal development and interpersonal relationships. Teacher's book / reviewed by Hung Fan Sing, Luk Chi Lan.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,"92, 14 p. : col. ill. ; 29 cm.",,978-988-235-651-1 (pbk.),,Unpriced,2018-02332
579,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 1, Personal development and interpersonal relationships. Workbook. Teacher's edition.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,35 p. : ill. ; 29 cm.,,978-988-235-663-4 (pbk.),,Unpriced,2018-02337
580,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 2, Hong Kong today.","Combined ed., reprinted with minor amendments 2017",,Hong Kong,Times Publishing (Hong Kong) Limited,2017,,"108 p. : col. ill., col. charts ; 29 cm.",Text partially in Chinese,978-988-8431-46-5 (pbk.),,Unpriced,2018-00549
581,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 2, Hong Kong today. Teacher's book.","Combined ed., reprinted with minor amendments 2017",,Hong Kong,Times Publishing (Hong Kong) Limited,2017,,"108, 10 p. : col. ill., col. charts ; 29 cm.",Text partially in Chinese,978-988-8431-58-8 (pbk.),,Unpriced,2018-00552
582,"Po, Sum Cho","Luk, Chi Lan","Kan, Chung Wai",,,,,,,,"NEW focus in junior secondary liberal studies. 2, Hong Kong today. Teacher's book / reviewed by Po Sum Cho, Luk Chi Lan, Kan Chung Wai.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2015,,"108, 12 p. : col. ill. ; 29 cm.",,978-988-235-491-3 (pbk.),,Unpriced,2018-02333
583,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 3, Modern China.","Combined ed., reprinted with minor amendments 2017",,Hong Kong,Times Publishing (Hong Kong) Limited,2017,,"116 p. : col. ill., col. charts, col. map ; 29 cm.",Text partially in Chinese,978-988-8431-47-2 (pbk.),,Unpriced,2018-00550
584,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 3, Modern China. Teacher's book.","Combined ed., reprinted with minor amendments 2017",,Hong Kong,Times Publishing (Hong Kong) Limited,2017,,"116, 26 p. : col. ill., col. charts, col. map ; 29 cm.",Text partially in Chinese,978-988-8431-59-5 (pbk.),,Unpriced,2018-00553
585,"Luk, Chi Lan",,,,,,,,,,"NEW focus in junior secondary liberal studies. 3, Modern China. Teacher's book / reviewed by Luk Chi Lan.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2015,,"116, 28 p. : col. ill. ; 29 cm.",,978-988-235-492-0 (pbk.),,Unpriced,2018-02334
586,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 3, Modern China. Workbook.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,57 p. : ill. ; 29 cm.,,978-988-235-498-2 (pbk.),,Unpriced,2018-02340
587,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 4, Globalisation.","Combined ed., reprinted with minor amendments 2017",,Hong Kong,Times Publishing (Hong Kong) Limited,2017,,"76 p. : col. ill., col. charts, col. map ; 29 cm.",Text partially in Chinese,978-988-8431-48-9 (pbk.),,Unpriced,2018-00551
588,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 4, Globalisation. Teacher's book.","Combined ed., reprinted with minor amendments 2017",,Hong Kong,Times Publishing (Hong Kong) Limited,2017,,"76, 14 p. : col. ill., col. charts, col. map ; 29 cm.",Text partially in Chinese,978-988-8431-60-1 (pbk.),,Unpriced,2018-00554
589,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 4, Globalisation. Workbook.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,37 p. : ill. ; 29 cm.,,978-988-235-499-9 (pbk.),,Unpriced,2018-02341
590,"Hung, Fan Sing","Kan, Chung Wai",,,,,,,,,"NEW focus in junior secondary liberal studies. 5, Public health. Teacher's book / reviewed by Hung Fan Sing, Kan Chung Wai.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,"78, 6 p. : col. ill. ; 29 cm.",,978-988-235-652-8 (pbk.),,Unpriced,2018-02335
591,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 5, Public health. Workbook. Teacher's edition.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,33 p. : ill. ; 29 cm.,,978-988-235-664-1 (pbk.),,Unpriced,2018-02338
592,"Hung, Fan Sing","Kan, Chung Wai",,,,,,,,,"NEW focus in junior secondary liberal studies. 6, Energy technology and the environment. Teacher's book / reviewed by Hung Fan Sing, Kan Chung Wai.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,"98, 9 p. : col. ill. ; 29 cm.",,978-988-235-653-5 (pbk.),,Unpriced,2018-02336
593,,,,,,,,,,,"NEW focus in junior secondary liberal studies. 6, Energy technology and the environment. Workbook. Teacher's edition.",Combined ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,35 p. : ill. ; 29 cm.,,978-988-235-665-8 (pbk.),,Unpriced,2018-02339
594,"Ng, Roger","Kwong, Priscilla",,,,,,,,,"NEW focus in technology and living. For secondary 1 to 3 / Roger Ng, Priscilla Kwong.",Integrated ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2015,,various paging : col. ill. ; 29 cm.,Includes index,978-988-235-603-0 (pbk.),,Unpriced,2018-02351
595,"Ng, Roger","Kwong, Priscilla",,,,,,,,,"NEW focus in technology and living. For secondary 1 to 3, Teacher's book / Roger Ng, Priscilla Kwong.",Integrated ed.,,Hong Kong,Times Publishing (Hong Kong) Limited,2015,,various paging : col. ill. ; 29 cm.,Includes index,978-988-235-605-4 (pbk.),,Unpriced,2018-02352
596,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 4A, Student's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,75 p. : col. ill. ; 29 cm. + 1 CD + vocabulary book,,978-0-19-048655-6 (pbk.),,$125.00,2018-00985
597,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 4A, Teacher's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,"75, xv, 62 p. : col. ill. ; 29 cm.",,978-0-19-048661-7 (pbk.),,$240.00,2018-00977
598,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 4B, Student's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,75 p. : col. ill. ; 29 cm. + 1 CD + vocabulary book,,978-0-19-048656-3 (pbk.),,$125.00,2018-00986
599,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 4B, Teacher's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,"75, xv, 64 p. : col. ill. ; 29 cm.",,978-0-19-048663-1 (pbk.),,$240.00,2018-00978
600,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 5A, Student's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,75 p. : col. ill. ; 29 cm. + 1 CD + vocabulary book,,978-0-19-048657-0 (pbk.),,$118.00,2018-00987
601,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 5A, Teacher's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,"75, xv, 63 p. : col. ill. ; 29 cm.",,978-0-19-048662-4 (pbk.),,$240.00,2018-00979
602,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 5B, Student's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,75 p. : col. ill. ; 29 cm. + 1 CD + vocabulary book,,978-0-19-048658-7 (pbk.),,$118.00,2018-02171
603,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 5B, Teacher's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,"75, xv, 67 p. : col. ill. ; 29 cm.",,978-0-19-048664-8 (pbk.),,$240.00,2018-02173
604,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 6A, Student's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,75 p. : col. ill. ; 29 cm. + 1 CD + vocabulary book,,978-0-19-048659-4 (pbk.),,$132.00,2018-00988
605,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 6B, Student's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,75 p. : col. ill. ; 29 cm. + 1 CD + vocabulary book,,978-0-19-048660-0 (pbk.),,$118.00,2018-02172
606,"Arnold, Wendy","Ko, Man Ho",Wildman,,,,,,,,"NEW magic. 6B, Teacher's book / Wendy Arnold ; illustrated by Ko Man Ho, Wildman.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,"75, xiii, 52 p. : col. ill. ; 29 cm.",,978-0-19-048666-2 (pbk.),,$240.00,2018-02174
607,,,,,,,,,,,NEW magic. Word and picture flashcards. 4A.,International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,various cards : col. ill. ; 29 cm.,,978-0-19-048715-7,,$240.00,2018-00972
608,,,,,,,,,,,NEW magic. Word and picture flashcards. 4B.,International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,various cards : col. ill. ; 29 cm.,,978-0-19-048716-4,,$240.00,2018-00973
609,,,,,,,,,,,NEW magic word and picture flashcards. 5B.,International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,unpaged : col. ill. ; 29 cm.,,978-0-19-048718-8 (loose-leaf),,$240.00,2018-02175
610,,,,,,,,,,,NEW magic word and picture flashcards. 6B.,International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,unpaged : col. ill. ; 29 cm.,,978-0-19-048720-1 (loose-leaf),,$240.00,2018-02176
611,"Arnold, Wendy","Cheung, Irving","Chou, Raymond","Choy, Balic",,,,,,,"NEW magic workbook. 4B, Teacher's edition / Wendy Arnold, Irving Cheung, Raymond Chou ; illustrated by Balic Choy.",International ed.,,Hong Kong,Oxford University Press (China) Limited,2017,,49 p. : ill. ; 29 cm.,,978-0-19-048674-7 (pbk.),,$160.00,2018-00989
612,,,,,,,,,,,"NEW primary mathematics. 1A, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-743-3 (pbk.),,Unpriced,2018-00493
613,,,,,,,,,,,"NEW primary mathematics. 1B, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-749-5 (pbk.),,Unpriced,2018-00494
614,,,,,,,,,,,"NEW primary mathematics. 2A, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-744-0 (pbk.),,Unpriced,2018-00495
615,,,,,,,,,,,"NEW primary mathematics. 2B, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-750-1 (pbk.),,Unpriced,2018-00496
616,,,,,,,,,,,"NEW primary mathematics. 3A, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-745-7 (pbk.),,Unpriced,2018-00497
617,,,,,,,,,,,"NEW primary mathematics. 3B, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-751-8 (pbk.),,Unpriced,2018-00498
618,,,,,,,,,,,"NEW primary mathematics. 4A, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-746-4 (pbk.),,Unpriced,2018-00499
619,,,,,,,,,,,"NEW primary mathematics. 4B, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-752-5 (pbk.),,Unpriced,2018-00500
620,,,,,,,,,,,"NEW primary mathematics. 5A, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-747-1 (pbk.),,Unpriced,2018-00501
621,,,,,,,,,,,"NEW primary mathematics. 5B, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-753-2 (pbk.),,Unpriced,2018-00502
622,,,,,,,,,,,"NEW primary mathematics. 6A, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-748-8 (pbk.),,Unpriced,2018-00503
623,,,,,,,,,,,"NEW primary mathematics. 6B, Teacher's guide.",,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,various paging : col. ill. ; 29 cm.,Glossary,978-988-235-754-9 (pbk.),,Unpriced,2018-00504
624,"Loo, Pok Chuen",,,,,,,,,,NEW primary mathematics. Workbook. 1C / Loo Pok Chuen.,,,Hong Kong,Times Publishing (Hong Kong) Limited,2016,,29 p. : ill. ; 29 cm.,,978-988-235-779-2 (pbk.),,Unpriced,2018-00926
625,New Provenance Everlasting Holdings Limited,,,,,,,,,,New Provenance Everlasting Holdings Limited interim report 2017/18 = 新源萬恒控股有限公司中期報告2017/18.,,,Hong Kong,New Provenance Everlasting Holdings Limited,2017,,"38, 38 p. ; 29 cm.",Text in Chinese and English,,,Unpriced (pbk.),2018-00273
626,"Au, Man Hin","Chan, Doris","Yu, Ka Ming",,,,,,,,"NEW senior secondary exploring economics. Data-response questions / Au Man Hin, Doris Chan, Yu Ka Ming.",2nd ed.,,Hong Kong,Pearson Education Asia Limited,2017,,"46 p. : ill., charts ; 30 cm.",,978-988-239-936-5 (pbk.),,$40.00,2018-01669
627,"Yeung, C. M.",,,,,,,,,,NEW senior secondary mathematics in action. 4A / CM Yeung ... [et al.].,2nd ed.,,Hong Kong,Pearson Education Asia Limited,2017,,"various paging : col. ill., col. charts ; 29 cm.",,978-988-239-426-1 (sp.),,$450.00,2018-01573
628,"Yeung, C. M.",,,,,,,,,,NEW senior secondary mathematics in action. 4B / CM Yeung ... [et al.].,2nd ed.,,Hong Kong,Pearson Education Asia Limited,2017,,"various paging : col. ill., col. charts ; 29 cm.",,978-988-239-427-8 (sp.),,$450.00,2018-01668
629,,,,,,,,,,,"NEW senior secondary mathematics in action. Module 1, Calculus and statistics. Supplementary exercises. 2, Extended part.",,,Hong Kong,Pearson Education Asia Limited,2016,,"ii, 47 p. : ill. ; 26 cm.",,978-988-238-128-5 (pbk.),,$36.00,2018-01567
630,,,,,,,,,,,"NEW senior secondary mathematics in action. Module 2, Algebra and calculus. Supplementary exercises. 3, Extended part.",,,Hong Kong,Pearson Education Asia Limited,2016,,"i, 48 p. : ill. ; 26 cm.",,978-988-238-131-5 (pbk.),,$31.00,2018-01568
631,Newtree Group Holdings Limited,,,,,,,,,,Newtree Group Holdings Limited 2017/2018 interim report = 友川集團控股有限公司2017/2018中期報告.,,,Hong Kong,Newtree Group Holdings Limited,2017,,"70, 70 p. ; 29 cm.",Text in Chinese and English,,,Unpriced (pbk.),2018-00720
632,Nexion Technologies Limited,,,,,,,,,,Nexion Technologies Limited third quarterly report 2017 = Nexion Technologies Limited第三季度業績報告2017.,,,Hong Kong,Nexion Technologies Limited,2017,,"24, 24 p. ; 21 cm.",Text in Chinese and English,,,Unpriced (pbk.),2018-00770
633,Ngai Hing Hong Company Limited,,,,,,,,,,Ngai Hing Hong Company Limited annual report 2016/2017 = 毅興行有限公司年度報告2016/2017.,,,Hong Kong,Ngai Hing Hong Company Limited,2017,,180 p. : col. ill. ; 29 cm.,Text in Chinese and English,,,Unpriced (pbk.),2018-00265
634,Ngai Hing Hong Company Limited,,,,,,,,,,"Ngai Hing Hong Company Limited grant of general mandates to issue new shares and repurchase shares, extension of general mandate to issue shares, re-election of directors and notice of annual general meeting, 18th October 2017 = 毅興行有限公司授出發行新股份與購回股份之一般授權 擴大發行股份之一般授權 重選董事及股東週年大會通告, 二零一七年十月十八日.",,,Hong Kong,Ngai Hing Hong Company Limited,2017,,"16, 16 p. ; 28 cm.",Text in Chinese and English,,,Unpriced (pbk.),2018-00246
635,"Nietzsche, Friedrich","Faber, Marion","Lehmann, Stephen","Hollingdale, R. J.",孫若穎,,,,,,"Man alone with himself = 與孤獨為伍 / Friedrich Nietzsche ; English translated by Marion Faber, Stephen Lehmann, R.J. Hollingdale ; Chinese translated by 孫若穎.",,,Hong Kong,The Commercial Press (Hong Kong) Limited,2017,Penguin great ideas ; 7,"iv, 142 p. ; 21 cm.",Text in Chinese and English,978-962-07-5737-2 (pbk.),,$68.00,2018-02079
636,Noble Century Investment Holdings Limited,,,,,,,,,,Noble Century Investment Holdings Limited interim report 2017/18 = 仁瑞投資控股有限公司中期報告2017/18.,,,Hong Kong,Noble Century Investment Holdings Limited,2017,,"46, 46 p. ; 21 cm.",Text in Chinese and English,,,Unpriced (pbk.),2018-00798
637,"Zellweger, Katharina","Knothe, Zellweger",,,,,,,,,"NORTH Korea's public face : 20th-century propaganda posters from the Zellweger collection / curated by Katharina Zellweger, Florian Knothe.",,,Hong Kong,The University of Hong Kong. University Museum and Art Gallery,2017,,78 p. : col. ill. ; 27 cm.,"Includes bibliographical references, Text partially in Korea",978-988-19024-0-5,,$150.00,2018-01752
638,O Luxe Holdings Limited,,,,,,,,,,O Luxe Holdings Limited annual report 2017 = 奧立仕控股有限公司年報2017.,,,Hong Kong,O Luxe Holdings Limited,2018,,"144, 144 p. ; 29 cm.",Text in Chinese and English,,,Unpriced (pbk.),2018-02531
